Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date
479;GHC;Graham Holdings Company;Акции;Акции иностранного эмитента обыкновенные класса B;;US3846371041;;1,00;0,01;USD;28.02.2019 0:00:00
480;GILD;GILEAD SCIENCES, INC.;Акции;Акции иностранного эмитента обыкновенные;;US3755581036;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
481;GIS;General Mills, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US3703341046;;1,00;0,01;USD;01.06.2017 0:00:00
482;GKOS;Glaukos Corporation;Акции;Акции иностранного эмитента обыкновенные;;US3773221029;;1,00;0,01;USD;31.10.2019 0:00:00
483;GL;Globe Life Inc.;Акции;Акции иностранного эмитента обыкновенные;;US37959E1029;;1,00;0,01;USD;31.08.2017 0:00:00
484;GLPR0923;Global Ports (Finance) PLC;Облигации;Облигации иностранного эмитента;;XS1405775450;;1,00;0,01;PCT;31.10.2018 0:00:00
485;GLW;Corning Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US2193501051;;1,00;0,01;USD;18.05.2017 0:00:00
486;GM;General Motors Company;Акции;Акции иностранного эмитента обыкновенные;;US37045V1008;;1,00;0,01;USD;19.10.2016 0:00:00
487;GMED;Globus Medical, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US3795772082;;1,00;0,01;USD;28.02.2019 0:00:00
488;GMKN1022;MMC Finance Designated Activity Company;Облигации;Облигации иностранного эмитента;;XS1298447019;DYFXXR;1,00;0,01;PCT;08.05.2018 0:00:00
489;GMS;GMS Inc.;Акции;Акции иностранного эмитента обыкновенные;;US36251C1036;;1,00;0,01;USD;05.08.2019 0:00:00
490;GNL;Global Net Lease, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US3793782018;ESVUFR;1,00;0,01;USD;21.01.2020 0:00:00
491;GNRC;Generac Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US3687361044;;1,00;0,01;USD;28.02.2019 0:00:00
492;GOOG;Alphabet Inc.;Акции;Акции иностранного эмитента обыкновенные класса C;;US02079K1079;ESNUFR;1,00;0,01;USD;09.11.2015 0:00:00
493;GOOGL;Alphabet Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US02079K3059;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00
494;GOSS;Gossamer Bio, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US38341P1021;;1,00;0,01;USD;05.08.2019 0:00:00
495;GPC;Genuine Parts Company;Акции;Акции иностранного эмитента обыкновенные;;US3724601055;;1,00;0,01;USD;14.06.2017 0:00:00
496;GPI;Group 1 Automotive, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US3989051095;;1,00;0,01;USD;28.02.2019 0:00:00
497;GPN;Global Payments Inc.;Акции;Акции иностранного эмитента обыкновенные;;US37940X1028;;1,00;0,01;USD;31.08.2017 0:00:00
498;GPS;The Gap, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US3647601083;;1,00;0,01;USD;01.06.2017 0:00:00
499;GRA;W.R. Grace & Co.;Акции;Акции иностранного эмитента обыкновенные;;US38388F1084;;1,00;0,01;USD;04.04.2019 0:00:00
500;GRMN;Garmin Ltd.;Акции;Акции иностранного эмитента обыкновенные;;CH0114405324;;1,00;0,01;USD;18.05.2017 0:00:00
501;GRUB;GrubHub Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4001101025;;1,00;0,01;USD;04.04.2019 0:00:00
502;GS;The Goldman Sachs Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US38141G1040;;1,00;0,01;USD;31.08.2017 0:00:00
503;GSH;JPMorgan Chase Bank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные класса H;Депозитарные расписки JPMorgan Chase Bank, N.A., удостоверяющие права в отношении обыкновенных акций класса H Guangshen Railway Company Limited;US40065W1071;ESVUFA;1,00;0,01;USD;09.07.2018 0:00:00
504;GSKY;GreenSky, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US39572G1004;;1,00;0,01;USD;05.08.2019 0:00:00
505;GT;The Goodyear Tire & Rubber Company;Акции;Акции иностранного эмитента обыкновенные;;US3825501014;;1,00;0,01;USD;01.06.2017 0:00:00
506;GTHX;G1 Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US3621LQ1099;;1,00;0,01;USD;31.10.2019 0:00:00
507;GTLS;Chart Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US16115Q3083;;1,00;0,01;USD;28.02.2019 0:00:00
508;GTN;Gray Television, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US3893751061;;1,00;0,01;USD;31.10.2019 0:00:00
509;GTX;Garrett Motion Inc.;Акции;Акции иностранного эмитента обыкновенные;;US3665051054;;1,00;0,01;USD;11.10.2018 0:00:00
510;GVA;Granite Construction Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US3873281071;;1,00;0,01;USD;28.02.2019 0:00:00
511;GWRE;Guidewire Software, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US40171V1008;;1,00;0,01;USD;31.01.2019 0:00:00
512;GWW;W.W. Grainger, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US3848021040;;1,00;0,01;USD;26.10.2016 0:00:00
513;H;Hyatt Hotels Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US4485791028;;1,00;0,01;USD;31.01.2019 0:00:00
514;HA;Hawaiian Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4198791018;;1,00;0,01;USD;04.04.2019 0:00:00
515;HAE;Haemonetics Corporation;Акции;Акции иностранного эмитента обыкновенные;;US4050241003;;1,00;0,01;USD;04.04.2019 0:00:00
516;HAIN;The Hain Celestial Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4052171000;;1,00;0,01;USD;05.08.2019 0:00:00
517;HAL;Halliburton Company;Акции;Акции иностранного эмитента обыкновенные;;US4062161017;;1,00;0,01;USD;26.10.2016 0:00:00
518;HALO;Halozyme Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US40637H1095;;1,00;0,01;USD;31.10.2019 0:00:00
519;HAS;Hasbro, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4180561072;;1,00;0,01;USD;18.05.2017 0:00:00
520;HBAN;Huntington Bancshares Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US4461501045;;1,00;0,01;USD;31.08.2017 0:00:00
521;HBI;Hanesbrands Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4103451021;;1,00;0,01;USD;14.06.2017 0:00:00
522;HCA;HCA Healthcare, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US40412C1018;;1,00;0,01;USD;01.06.2017 0:00:00
523;HCCI;Heritage-Crystal Clean, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US42726M1062;;1,00;0,01;USD;11.06.2019 0:00:00
524;HCSG;Healthcare Services Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4219061086;;1,00;0,01;USD;31.01.2019 0:00:00
525;HD;The Home Depot, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4370761029;;1,00;0,01;USD;19.10.2016 0:00:00
526;HDS;HD Supply Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US40416M1053;;1,00;0,01;USD;05.08.2019 0:00:00
527;HEAR;Turtle Beach Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9004502061;;1,00;0,01;USD;05.08.2019 0:00:00
528;HEI;HEICO Corporation;Акции;Акции иностранного эмитента обыкновенные;;US4228061093;;1,00;0,01;USD;18.05.2020 0:00:00
529;HES;Hess Corporation;Акции;Акции иностранного эмитента обыкновенные;;US42809H1077;;1,00;0,01;USD;19.10.2016 0:00:00
530;HFC;HollyFrontier Corporation;Акции;Акции иностранного эмитента обыкновенные;;US4361061082;;1,00;0,01;USD;31.01.2019 0:00:00
531;HGV;Hilton Grand Vacations Inc.;Акции;Акции иностранного эмитента обыкновенные;;US43283X1054;;1,00;0,01;USD;11.06.2019 0:00:00
532;HHC;The Howard Hughes Corporation;Акции;Акции иностранного эмитента обыкновенные;;US44267D1072;;1,00;0,01;USD;31.10.2019 0:00:00
533;HHR;JPMorgan Chase Bank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки JPMorgan Chase Bank, N.A., удостоверяющие права в отношении обыкновенных акций HeadHunter Group PLC;US42207L1061;EDSXFR;1,00;0,01;USD;14.04.2020 0:00:00
534;HIBB;Hibbett Sports, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4285671016;;1,00;0,01;USD;31.10.2019 0:00:00
535;HIG;The Hartford Financial Services Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4165151048;;1,00;0,01;USD;14.06.2017 0:00:00
536;HII;Huntington Ingalls Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4464131063;;1,00;0,01;USD;31.01.2019 0:00:00
537;HLT;Hilton Worldwide Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US43300A2033;;1,00;0,01;USD;31.08.2017 0:00:00
538;HNP;The Bank of New York Mellon;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные класса H;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций класса H Huaneng Power International, Inc.;US4433041005;;1,00;0,01;USD;09.07.2018 0:00:00
539;HOG;Harley-Davidson, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4128221086;;1,00;0,01;USD;18.05.2017 0:00:00
540;HOLX;Hologic, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4364401012;;1,00;0,01;USD;31.08.2017 0:00:00
541;HON;Honeywell International Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4385161066;;1,00;0,01;USD;19.10.2016 0:00:00
542;HP;Helmerich & Payne, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4234521015;;1,00;0,01;USD;14.06.2017 0:00:00
543;HPE;Hewlett Packard Enterprise Company;Акции;Акции иностранного эмитента обыкновенные;;US42824C1099;;1,00;0,01;USD;18.05.2017 0:00:00
544;HPQ;HP Inc.;Акции;Акции иностранного эмитента обыкновенные;;US40434L1052;;1,00;0,01;USD;18.05.2017 0:00:00
545;HQY;HealthEquity, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US42226A1079;;1,00;0,01;USD;31.01.2019 0:00:00
546;HRB;H&R Block, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0936711052;;1,00;0,01;USD;01.06.2017 0:00:00
547;HRC;Hill-Rom Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4314751029;;1,00;0,01;USD;18.05.2020 0:00:00
548;HRL;Hormel Foods Corporation;Акции;Акции иностранного эмитента обыкновенные;;US4404521001;;1,00;0,01;USD;18.05.2017 0:00:00
549;HRTX;Heron Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4277461020;;1,00;0,01;USD;31.10.2019 0:00:00
550;HSC;Harsco Corporation;Акции;Акции иностранного эмитента обыкновенные;;US4158641070;;1,00;0,01;USD;31.10.2019 0:00:00
551;HSIC;Henry Schein, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8064071025;;1,00;0,01;USD;14.06.2017 0:00:00
