Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date
1060;SON;Sonoco Products Company;Акции;Акции иностранного эмитента обыкновенные;;US8354951027;;1,00;0,01;USD;18.05.2020 0:00:00
1061;SONO;Sonos, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US83570H1086;;1,00;0,01;USD;31.10.2019 0:00:00
1062;SP;SP Plus Corporation;Акции;Акции иностранного эмитента обыкновенные;;US78469C1036;;1,00;0,01;USD;11.06.2019 0:00:00
1063;SPB@US;Spectrum Brands Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US84790A1051;;1,00;0,01;USD;30.10.2019 0:00:00
1064;SPG;Simon Property Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8288061091;;1,00;0,01;USD;01.06.2017 0:00:00
1065;SPGI;S&P Global Inc.;Акции;Акции иностранного эмитента обыкновенные;;US78409V1044;;1,00;0,01;USD;31.08.2017 0:00:00
1066;SPLK;Splunk Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8486371045;;1,00;0,01;USD;29.05.2018 0:00:00
1067;SPR;Spirit AeroSystems Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US8485741099;;1,00;0,01;USD;31.01.2019 0:00:00
1068;SPSC;SPS Commerce, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US78463M1071;;1,00;0,01;USD;11.06.2019 0:00:00
1069;SQ;Square, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US8522341036;;1,00;0,01;USD;11.12.2017 0:00:00
1070;SRC;Spirit Realty Capital, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US84860W3007;;1,00;0,01;USD;21.01.2020 0:00:00
1071;SRCL;Stericycle, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8589121081;;1,00;0,01;USD;06.10.2016 0:00:00
1072;SRDX;Surmodics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8688731004;;1,00;0,01;USD;11.06.2019 0:00:00
1073;SRE;Sempra Energy;Акции;Акции иностранного эмитента обыкновенные;;US8168511090;;1,00;0,01;USD;14.06.2017 0:00:00
1074;SRI;Stoneridge, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US86183P1021;;1,00;0,01;USD;31.10.2019 0:00:00
1075;SRPT;Sarepta Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8036071004;;1,00;0,01;USD;05.08.2019 0:00:00
1076;SSD;Simpson Manufacturing Co., Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8290731053;;1,00;0,01;USD;28.02.2019 0:00:00
1077;SSNC;SS&C Technologies Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US78467J1007;;1,00;0,01;USD;31.01.2019 0:00:00
1078;SSTK;Shutterstock, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8256901005;;1,00;0,01;USD;04.04.2019 0:00:00
1079;STAA;STAAR Surgical Company;Акции;Акции иностранного эмитента обыкновенные;;US8523123052;;1,00;0,01;USD;31.10.2019 0:00:00
1080;STLC0821;Steel Capital S.A.;Облигации;Облигации иностранного эмитента;;XS1567051443;DTFXGR;1,00;0,01;PCT;16.09.2019 0:00:00
1081;STLD;Steel Dynamics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8581191009;;1,00;0,01;USD;04.04.2019 0:00:00
1082;STRA;Strategic Education, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US86272C1036;;1,00;0,01;USD;04.04.2019 0:00:00
1083;STT;State Street Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8574771031;;1,00;0,01;USD;01.06.2017 0:00:00
1084;STX;Seagate Technology Public Limited Company;Акции;Акции иностранного эмитента обыкновенные;;IE00B58JVZ52;;1,00;0,01;USD;18.05.2017 0:00:00
1085;STZ;Constellation Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US21036P1084;;1,00;0,01;USD;01.06.2017 0:00:00
1086;SUPN;Supernus Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8684591089;;1,00;0,01;USD;31.10.2019 0:00:00
1087;SWAV;ShockWave Medical, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US82489T1043;;1,00;0,01;USD;05.08.2019 0:00:00
1088;SWCH;Switch, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US87105L1044;;1,00;0,01;USD;05.08.2019 0:00:00
1089;SWI;SolarWinds Corporation;Акции;Акции иностранного эмитента обыкновенные;;US83417Q1058;;1,00;0,01;USD;05.08.2019 0:00:00
1090;SWK;Stanley Black & Decker, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8545021011;;1,00;0,01;USD;26.10.2016 0:00:00
1091;SWKS;Skyworks Solutions, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US83088M1027;;1,00;0,01;USD;01.06.2017 0:00:00
1092;SWN;Southwestern Energy Company;Акции;Акции иностранного эмитента обыкновенные;;US8454671095;;1,00;0,01;USD;18.05.2017 0:00:00
1093;SXI;Standex International Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8542311076;;1,00;0,01;USD;28.02.2019 0:00:00
1094;SXT;Sensient Technologies Corporation;Акции;Акции иностранного эмитента обыкновенные;;US81725T1007;;1,00;0,01;USD;28.02.2019 0:00:00
1095;SYF;Synchrony Financial;Акции;Акции иностранного эмитента обыкновенные;;US87165B1035;;1,00;0,01;USD;14.06.2017 0:00:00
1096;SYK;Stryker Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8636671013;;1,00;0,01;USD;14.06.2017 0:00:00
1097;SYKE;Sykes Enterprises, Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US8712371033;;1,00;0,01;USD;11.06.2019 0:00:00
1098;SYNA;Synaptics Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US87157D1090;;1,00;0,01;USD;31.10.2019 0:00:00
1099;SYNH;Syneos Health, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US87166B1026;;1,00;0,01;USD;11.06.2019 0:00:00
1100;SYY;Sysco Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8718291078;;1,00;0,01;USD;01.06.2017 0:00:00
1101;T;AT&T INC.;Акции;Акции иностранного эмитента обыкновенные;;US00206R1023;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
1102;TAK;The Bank of New York Mellon;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций Takeda Pharmaceutical Company Limited;US8740602052;;1,00;0,01;USD;15.01.2019 0:00:00
1103;TAL;JPMorgan Chase Bank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные класса A;Депозитарные расписки JPMorgan Chase Bank, N.A., удостоверяющие права в отношении обыкновенных акций класса A TAL Education Group;US8740801043;;1,00;0,01;USD;28.05.2019 0:00:00
1104;TAP;Molson Coors Beverage Company;Акции;Акции иностранного эмитента обыкновенные класса B;;US60871R2094;;1,00;0,01;USD;14.06.2017 0:00:00
1105;TCBI;Texas Capital Bancshares, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US88224Q1076;;1,00;0,01;USD;11.06.2019 0:00:00
1106;TCMD;Tactile Systems Technology, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US87357P1003;;1,00;0,01;USD;31.10.2019 0:00:00
1107;TCRR;TCR2 Therapeutics Inc.;Акции;Акции иностранного эмитента обыкновенные;;US87808K1060;;1,00;0,01;USD;05.08.2019 0:00:00
1108;TCS;JPMorgan Chase Bank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные класса A;Депозитарные расписки JPMorgan Chase Bank, N.A., удостоверяющие права в отношении обыкновенных акций класса A TCS Group Holding PLC;US87238U2033;ESVTFA;1,00;0,01;USD;09.04.2018 0:00:00
1109;TCX;Tucows Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8986972060;;1,00;0,01;USD;31.10.2019 0:00:00
1110;TDC;Teradata Corporation;Акции;Акции иностранного эмитента обыкновенные;;US88076W1036;;1,00;0,01;USD;01.06.2017 0:00:00
1111;TDG;TransDigm Group Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US8936411003;;1,00;0,01;USD;31.08.2017 0:00:00
1112;TDOC;Teladoc Health, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US87918A1051;;1,00;0,01;USD;18.05.2020 0:00:00
1113;TDS;Telephone and Data Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8794338298;;1,00;0,01;USD;04.04.2019 0:00:00
1114;TDY;Teledyne Technologies Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US8793601050;;1,00;0,01;USD;28.02.2019 0:00:00
1115;TECD;Tech Data Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8782371061;;1,00;0,01;USD;31.01.2019 0:00:00
1116;TECH;Bio-Techne Corporation;Акции;Акции иностранного эмитента обыкновенные;;US09073M1045;;1,00;0,01;USD;18.05.2020 0:00:00
1117;TEL;TE Connectivity Ltd.;Акции;Акции иностранного эмитента обыкновенные;;CH0102993182;;1,00;0,01;USD;14.06.2017 0:00:00
1118;TENB;Tenable Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US88025T1025;;1,00;0,01;USD;05.08.2019 0:00:00
1119;TER;Teradyne, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8807701029;;1,00;0,01;USD;04.04.2019 0:00:00
1120;TFC;Truist Financial Corporation;Акции;Акции иностранного эмитента обыкновенные;;US89832Q1094;;1,00;0,01;USD;23.11.2016 0:00:00
1121;TFX;Teleflex Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US8793691069;;1,00;0,01;USD;31.01.2019 0:00:00
1122;TGNA;TEGNA Inc.;Акции;Акции иностранного эмитента обыкновенные;;US87901J1051;;1,00;0,01;USD;14.06.2017 0:00:00
1123;TGT;Target Corporation;Акции;Акции иностранного эмитента обыкновенные;;US87612E1064;;1,00;0,01;USD;26.10.2016 0:00:00
1124;THG;The Hanover Insurance Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4108671052;;1,00;0,01;USD;18.05.2020 0:00:00
1125;THO;Thor Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8851601018;;1,00;0,01;USD;31.01.2019 0:00:00
1126;THRM;Gentherm Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US37253A1034;;1,00;0,01;USD;28.02.2019 0:00:00
1127;THS;TreeHouse Foods, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US89469A1043;;1,00;0,01;USD;31.10.2019 0:00:00
1128;TIF;Tiffany & Co.;Акции;Акции иностранного эмитента обыкновенные;;US8865471085;ESVUFR;1,00;0,01;USD;27.02.2015 0:00:00
1129;TJX;The TJX Companies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8725401090;;1,00;0,01;USD;01.06.2017 0:00:00
1130;TKR;The Timken Company;Акции;Акции иностранного эмитента обыкновенные;;US8873891043;;1,00;0,01;USD;04.04.2019 0:00:00
1131;TMHC;Taylor Morrison Home Corporation;Акции;Акции иностранного эмитента обыкновенные;;US87724P1066;;1,00;0,01;USD;05.08.2019 0:00:00
1132;TMO;Thermo Fisher Scientific Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8835561023;;1,00;0,01;USD;14.06.2017 0:00:00
1133;TMUS;T-Mobile US, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8725901040;;1,00;0,01;USD;18.05.2020 0:00:00
1134;TNDM;Tandem Diabetes Care, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8753722037;;1,00;0,01;USD;05.08.2019 0:00:00
1135;TNET;TriNet Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8962881079;;1,00;0,01;USD;28.02.2019 0:00:00
1136;TOL;Toll Brothers, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8894781033;;1,00;0,01;USD;04.04.2019 0:00:00
1137;TOT;JPMorgan Chase Bank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки JPMorgan Chase Bank, N.A., удостоверяющие права в отношении обыкновенных акций Total S.A.;US89151E1091;ESVUFA;1,00;0,01;USD;14.02.2018 0:00:00
1138;TPH;TRI Pointe Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US87265H1095;;1,00;0,01;USD;05.08.2019 0:00:00
1139;TPIC;TPI Composites, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US87266J1043;;1,00;0,01;USD;11.06.2019 0:00:00
1140;TPR;Tapestry, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8760301072;;1,00;0,01;USD;26.04.2017 0:00:00
1141;TPX;Tempur Sealy International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US88023U1016;;1,00;0,01;USD;04.04.2019 0:00:00
1142;TREE;LendingTree, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US52603B1070;;1,00;0,01;USD;11.06.2019 0:00:00
1143;TREX;Trex Company, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US89531P1057;;1,00;0,01;USD;28.02.2019 0:00:00
1144;TRHC;Tabula Rasa HealthCare, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8733791011;;1,00;0,01;USD;18.05.2020 0:00:00
1145;TRIP;TripAdvisor, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8969452015;;1,00;0,01;USD;18.05.2017 0:00:00
1146;TRMB;Trimble Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8962391004;;1,00;0,01;USD;04.04.2019 0:00:00
1147;TROW;T. Rowe Price Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US74144T1088;;1,00;0,01;USD;14.06.2017 0:00:00
1148;TRU;TransUnion;Акции;Акции иностранного эмитента обыкновенные;;US89400J1079;;1,00;0,01;USD;28.02.2019 0:00:00
1149;TRUP;Trupanion, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8982021060;;1,00;0,01;USD;31.10.2019 0:00:00
1150;TRV;The Travelers Companies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US89417E1091;;1,00;0,01;USD;01.06.2017 0:00:00
1151;TRY0130;The Republic of Turkey;Облигации;Облигации иностранного эмитента;;US900123AL40;;1,00;0,01;PCT;23.12.2019 0:00:00
1152;TRY0141;The Republic of Turkey;Облигации;Облигации иностранного эмитента;;US900123BJ84;;1,00;0,01;PCT;23.12.2019 0:00:00
1153;TRY0225;The Republic of Turkey;Облигации;Облигации иностранного эмитента;;US900123AW05;;1,00;0,01;PCT;03.12.2019 0:00:00
1154;TRY0228;The Republic of Turkey;Облигации;Облигации иностранного эмитента;;US900123CP36;;1,00;0,01;USD;30.12.2019 0:00:00
1155;TRY0234;The Republic of Turkey;Облигации;Облигации иностранного эмитента;;US900123AT75;;1,00;0,01;PCT;03.12.2019 0:00:00
1156;TRY0336;The Republic of Turkey;Облигации;Облигации иностранного эмитента;;US900123AY60;;1,00;0,01;PCT;30.12.2019 0:00:00
1157;TRY1028;The Republic of Turkey;Облигации;Облигации иностранного эмитента;;US900123CQ19;;1,00;0,01;PCT;30.12.2019 0:00:00
1158;TSCO;Tractor Supply Company;Акции;Акции иностранного эмитента обыкновенные;;US8923561067;;1,00;0,01;USD;14.06.2017 0:00:00
1159;TSLA;Tesla, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US88160R1014;ESVUFR;1,00;0,01;USD;22.09.2015 0:00:00
1160;TSM;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций Taiwan Semiconductor Manufacturing Company Ltd.;US8740391003;;1,00;0,01;USD;17.04.2019 0:00:00
1161;TSN;Tyson Foods, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US9024941034;;1,00;0,01;USD;01.06.2017 0:00:00
1162;TT;Trane Technologies plc;Акции;Акции иностранного эмитента обыкновенные;;IE00BK9ZQ967;;1,00;0,01;USD;14.06.2017 0:00:00
1163;TTC;The Toro Company;Акции;Акции иностранного эмитента обыкновенные;;US8910921084;;1,00;0,01;USD;18.05.2020 0:00:00
1164;TTD;The Trade Desk, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US88339J1051;;1,00;0,01;USD;11.06.2019 0:00:00
1165;TTEK;Tetra Tech, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US88162G1031;;1,00;0,01;USD;18.05.2020 0:00:00
1166;TTEL0225;Turk Telekomunikasyon A.S.;Облигации;Облигации иностранного эмитента;;XS1955059420;;1,00;0,01;USD;23.12.2019 0:00:00
1167;TTM;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций Tata Motors Limited;US8765685024;ESVUFA;1,00;0,01;USD;18.05.2017 0:00:00
1168;TTMI;TTM Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US87305R1095;;1,00;0,01;USD;31.10.2019 0:00:00
1169;TTWO;Take-Two Interactive Software, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8740541094;;1,00;0,01;USD;04.04.2019 0:00:00
1170;TUN0726;Banque Centrale de Tunisie;Облигации;Облигации иностранного эмитента;;XS2023698553;;1,00;0,01;PCT;30.12.2019 0:00:00
1171;TUN1023;Banque Centrale de Tunisie;Облигации;Облигации иностранного эмитента;;XS1901183043;;1,00;0,01;PCT;23.12.2019 0:00:00
1172;TWLO;Twilio Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US90138F1021;;1,00;0,01;USD;11.06.2019 0:00:00
1173;TWNK;Hostess Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US44109J1060;;1,00;0,01;USD;31.10.2019 0:00:00
1174;TWOU;2U, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90214J1016;;1,00;0,01;USD;04.04.2019 0:00:00
1175;TWTR;Twitter, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90184L1026;ESVUFR;1,00;0,01;USD;29.04.2016 0:00:00
1176;TXN;Texas Instruments Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US8825081040;;1,00;0,01;USD;18.05.2017 0:00:00
1177;TXRH;Texas Roadhouse, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8826811098;;1,00;0,01;USD;31.01.2019 0:00:00
1178;TXT;Textron Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8832031012;;1,00;0,01;USD;26.10.2016 0:00:00
1179;TYL;Tyler Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9022521051;;1,00;0,01;USD;31.01.2019 0:00:00
1180;UA;Under Armour, Inc.;Акции;Акции иностранного эмитента обыкновенные класса C;;US9043112062;;1,00;0,01;USD;31.08.2017 0:00:00
1181;UAA;Under Armour, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US9043111072;;1,00;0,01;USD;18.05.2017 0:00:00
1182;UAL;United Airlines Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9100471096;;1,00;0,01;USD;26.10.2016 0:00:00
1183;UBER;Uber Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90353T1007;;1,00;0,01;USD;20.06.2019 0:00:00
1184;UCTT;Ultra Clean Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90385V1070;;1,00;0,01;USD;31.10.2019 0:00:00
1185;UDR;UDR, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9026531049;;1,00;0,01;USD;14.06.2017 0:00:00
1186;UFPI;UFP Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90278Q1085;;1,00;0,01;USD;11.06.2019 0:00:00
1187;UFS;Domtar Corporation;Акции;Акции иностранного эмитента обыкновенные;;US2575592033;;1,00;0,01;USD;28.02.2019 0:00:00
1188;UHS;Universal Health Services, Inc.;Акции;Акции иностранного эмитента обыкновенные класса B;;US9139031002;;1,00;0,01;USD;01.06.2017 0:00:00
1189;UI;Ubiquiti Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90353W1036;;1,00;0,01;USD;31.01.2019 0:00:00
1190;ULTA;Ulta Beauty, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90384S3031;;1,00;0,01;USD;31.08.2017 0:00:00
1191;UMBF;UMB Financial Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9027881088;;1,00;0,01;USD;18.05.2020 0:00:00
1192;UNF;UniFirst Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9047081040;;1,00;0,01;USD;28.02.2019 0:00:00
1193;UNH;UnitedHealth Group Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US91324P1021;;1,00;0,01;USD;26.10.2016 0:00:00
1194;UNM;Unum Group;Акции;Акции иностранного эмитента обыкновенные;;US91529Y1064;;1,00;0,01;USD;31.08.2017 0:00:00
1195;UNP;Union Pacific Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9078181081;;1,00;0,01;USD;26.10.2016 0:00:00
1196;UNVR;Univar Solutions Inc.;Акции;Акции иностранного эмитента обыкновенные;;US91336L1070;;1,00;0,01;USD;31.10.2019 0:00:00
1197;UPS;United Parcel Service, Inc.;Акции;Акции иностранного эмитента обыкновенные класса B;;US9113121068;;1,00;0,01;USD;26.10.2016 0:00:00
1198;UPWK;Upwork Inc.;Акции;Акции иностранного эмитента обыкновенные;;US91688F1049;;1,00;0,01;USD;31.10.2019 0:00:00
1199;URBN;Urban Outfitters, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9170471026;;1,00;0,01;USD;01.06.2017 0:00:00
1200;URI;United Rentals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9113631090;;1,00;0,01;USD;26.10.2016 0:00:00
1201;USB;U.S. Bancorp;Акции;Акции иностранного эмитента обыкновенные;;US9029733048;;1,00;0,01;USD;01.06.2017 0:00:00
1202;USFD;US Foods Holding Corp.;Акции;Акции иностранного эмитента обыкновенные;;US9120081099;;1,00;0,01;USD;05.08.2019 0:00:00
1203;USM;United States Cellular Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9116841084;;1,00;0,01;USD;28.02.2019 0:00:00
1204;USNA;USANA Health Sciences, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90328M1071;;1,00;0,01;USD;31.10.2019 0:00:00
1205;UTHR;United Therapeutics Corporation;Акции;Акции иностранного эмитента обыкновенные;;US91307C1027;;1,00;0,01;USD;31.01.2019 0:00:00
1206;V;Visa Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US92826C8394;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
1207;VAKI0324;Turkiye Vakiflar Bankasi T.A.O.;Облигации;Облигации иностранного эмитента;;XS1970705528;;1,00;0,01;PCT;03.12.2019 0:00:00
1208;VALE;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций Vale S.A.;US91912E1055;;1,00;0,01;USD;09.08.2018 0:00:00
1209;VAR;Varian Medical Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92220P1057;;1,00;0,01;USD;14.06.2017 0:00:00
1210;VC;Visteon Corporation;Акции;Акции иностранного эмитента обыкновенные;;US92839U2069;;1,00;0,01;USD;04.04.2019 0:00:00
1211;VCEL;Vericel Corporation;Акции;Акции иностранного эмитента обыкновенные;;US92346J1088;;1,00;0,01;USD;31.10.2019 0:00:00
1212;VCRA;Vocera Communications, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92857F1075;;1,00;0,01;USD;31.10.2019 0:00:00
1213;VCYT;Veracyte, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92337F1075;;1,00;0,01;USD;31.10.2019 0:00:00
1214;VEEV;Veeva Systems Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US9224751084;;1,00;0,01;USD;31.01.2019 0:00:00
1215;VEON;The Bank of New York Mellon;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций VEON Ltd.;US91822M1062;ESVUFA;1,00;0,01;USD;24.08.2017 0:00:00
1216;VFC;V.F. Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9182041080;;1,00;0,01;USD;01.06.2017 0:00:00
1217;VG;Vonage Holdings Corp.;Акции;Акции иностранного эмитента обыкновенные;;US92886T2015;;1,00;0,01;USD;31.10.2019 0:00:00
1218;VIAC;ViacomCBS Inc.;Акции;Акции иностранного эмитента обыкновенные класса B;;US92556H2067;ESNUFR;1,00;0,01;USD;28.11.2014 0:00:00
1219;VICR;Vicor Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9258151029;;1,00;0,01;USD;11.06.2019 0:00:00
1220;VIPS;Deutsche Bank Trust Company Americas;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные класса A;Депозитарные расписки Deutsche Bank Trust Company Americas, удостоверяющие права в отношении обыкновенных акций класса A Vipshop Holdings Limited;US92763W1036;ESVUFA;1,00;0,01;USD;26.08.2016 0:00:00
1221;VLO;Valero Energy Corporation;Акции;Акции иностранного эмитента обыкновенные;;US91913Y1001;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
1222;VMC;Vulcan Materials Company;Акции;Акции иностранного эмитента обыкновенные;;US9291601097;;1,00;0,01;USD;14.06.2017 0:00:00
1223;VMI;Valmont Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9202531011;;1,00;0,01;USD;18.05.2020 0:00:00
1224;VMW;Vmware, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US9285634021;;1,00;0,01;USD;04.04.2019 0:00:00
1225;VNDA;Vanda Pharmaceuticals Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9216591084;;1,00;0,01;USD;31.10.2019 0:00:00
1226;VNE;Veoneer, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92336X1090;;1,00;0,01;USD;04.04.2019 0:00:00
1227;VNO;Vornado Realty Trust;Акции;Акции иностранного эмитента обыкновенные;;US9290421091;;1,00;0,01;USD;31.08.2017 0:00:00
1228;VPG;Vishay Precision Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92835K1034;;1,00;0,01;USD;11.06.2019 0:00:00
1229;VREX;Varex Imaging Corporation;Акции;Акции иностранного эмитента обыкновенные;;US92214X1063;;1,00;0,01;USD;11.06.2019 0:00:00
1230;VRNS;Varonis Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9222801022;;1,00;0,01;USD;31.10.2019 0:00:00
1231;VRNT;Verint Systems Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92343X1000;;1,00;0,01;USD;05.08.2019 0:00:00
1232;VRSK;Verisk Analytics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92345Y1064;;1,00;0,01;USD;26.10.2016 0:00:00
1233;VRSN;VeriSign, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92343E1029;;1,00;0,01;USD;01.06.2017 0:00:00
1234;VRTU;Virtusa Corporation;Акции;Акции иностранного эмитента обыкновенные;;US92827P1021;;1,00;0,01;USD;11.06.2019 0:00:00
1235;VRTV;Veritiv Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9234541020;;1,00;0,01;USD;11.06.2019 0:00:00
1236;VRTX;Vertex Pharmaceuticals Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US92532F1003;;1,00;0,01;USD;01.06.2017 0:00:00
